,STNAME,State,City,PopEstimate2016
30672,Michigan,MI,BALANCE OF PARMA TOWNSHIP,2482
30673,Michigan,MI,PULASKI TOWNSHIP,2061
30674,Michigan,MI,RIVES TOWNSHIP,4654
30675,Michigan,MI,SANDSTONE TOWNSHIP,3980
30676,Michigan,MI,PARMA VILLAGE (PT.),533
30677,Michigan,MI,BALANCE OF SANDSTONE TOWNSHIP,3447
30678,Michigan,MI,SPRING ARBOR TOWNSHIP,8014
30679,Michigan,MI,SPRINGPORT TOWNSHIP,2137
30680,Michigan,MI,SPRINGPORT VILLAGE,785
30681,Michigan,MI,BALANCE OF SPRINGPORT TOWNSHIP,1352
30682,Michigan,MI,SUMMIT TOWNSHIP,22435
30683,Michigan,MI,TOMPKINS TOWNSHIP,2635
30684,Michigan,MI,WATERLOO TOWNSHIP,2829
30685,Michigan,MI,KALAMAZOO COUNTY,261654
30686,Michigan,MI,AUGUSTA VILLAGE,903
30687,Michigan,MI,CLIMAX VILLAGE,784
30688,Michigan,MI,GALESBURG CITY,2049
30689,Michigan,MI,KALAMAZOO CITY,75984
30690,Michigan,MI,PARCHMENT CITY,1854
30691,Michigan,MI,PORTAGE CITY,48508
30692,Michigan,MI,RICHLAND VILLAGE,801
30693,Michigan,MI,SCHOOLCRAFT VILLAGE,1565
30694,Michigan,MI,VICKSBURG VILLAGE,3283
30695,Michigan,MI,BALANCE OF KALAMAZOO COUNTY,125923
30696,Michigan,MI,ALAMO TOWNSHIP,3899
30697,Michigan,MI,BRADY TOWNSHIP,4452
30698,Michigan,MI,VICKSBURG VILLAGE (PT.),667
30699,Michigan,MI,BALANCE OF BRADY TOWNSHIP,3785
30700,Michigan,MI,CHARLESTON TOWNSHIP,2058
30701,Michigan,MI,AUGUSTA VILLAGE (PT.),34
30702,Michigan,MI,BALANCE OF CHARLESTON TOWNSHIP,2024
30703,Michigan,MI,CLIMAX TOWNSHIP,2515
30704,Michigan,MI,CLIMAX VILLAGE,784
30705,Michigan,MI,BALANCE OF CLIMAX TOWNSHIP,1731
30706,Michigan,MI,COMSTOCK CHARTER TOWNSHIP,15532
30707,Michigan,MI,COOPER CHARTER TOWNSHIP,10730
30708,Michigan,MI,GALESBURG CITY,2049
30709,Michigan,MI,GALESBURG CITY,2049
30710,Michigan,MI,KALAMAZOO CITY,75984
30711,Michigan,MI,KALAMAZOO CITY,75984
30712,Michigan,MI,KALAMAZOO CHARTER TOWNSHIP,22614
30713,Michigan,MI,OSHTEMO CHARTER TOWNSHIP,22802
30714,Michigan,MI,PARCHMENT CITY,1854
30715,Michigan,MI,PARCHMENT CITY,1854
30716,Michigan,MI,PAVILION TOWNSHIP,6348
30717,Michigan,MI,PORTAGE CITY,48508
30718,Michigan,MI,PORTAGE CITY,48508
30719,Michigan,MI,PRAIRIE RONDE TOWNSHIP,2376
30720,Michigan,MI,RICHLAND TOWNSHIP,8166
30721,Michigan,MI,RICHLAND VILLAGE,801
30722,Michigan,MI,BALANCE OF RICHLAND TOWNSHIP,7365
30723,Michigan,MI,ROSS TOWNSHIP,4895
30724,Michigan,MI,AUGUSTA VILLAGE (PT.),869
30725,Michigan,MI,BALANCE OF ROSS TOWNSHIP,4026
30726,Michigan,MI,SCHOOLCRAFT TOWNSHIP,8819
30727,Michigan,MI,SCHOOLCRAFT VILLAGE,1565
30728,Michigan,MI,VICKSBURG VILLAGE (PT.),2616
30729,Michigan,MI,BALANCE OF SCHOOLCRAFT TOWNSHIP,4638
30730,Michigan,MI,TEXAS CHARTER TOWNSHIP,16713
30731,Michigan,MI,WAKESHMA TOWNSHIP,1340
30732,Michigan,MI,KALKASKA COUNTY,17263
30733,Michigan,MI,KALKASKA VILLAGE,2039
30734,Michigan,MI,BALANCE OF KALKASKA COUNTY,15224
30735,Michigan,MI,BEAR LAKE TOWNSHIP,671
30736,Michigan,MI,BLUE LAKE TOWNSHIP,391
30737,Michigan,MI,BOARDMAN TOWNSHIP,1537
30738,Michigan,MI,CLEARWATER TOWNSHIP,2462
30739,Michigan,MI,COLDSPRINGS TOWNSHIP,1473
30740,Michigan,MI,EXCELSIOR TOWNSHIP,957
30741,Michigan,MI,GARFIELD TOWNSHIP,811
30742,Michigan,MI,KALKASKA TOWNSHIP,4760
30743,Michigan,MI,KALKASKA VILLAGE,2039
30744,Michigan,MI,BALANCE OF KALKASKA TOWNSHIP,2721
30745,Michigan,MI,OLIVER TOWNSHIP,282
30746,Michigan,MI,ORANGE TOWNSHIP,1238
30747,Michigan,MI,RAPID RIVER TOWNSHIP,1150
30748,Michigan,MI,SPRINGFIELD TOWNSHIP,1531
30749,Michigan,MI,KENT COUNTY,642173
30750,Michigan,MI,CALEDONIA VILLAGE,1618
30751,Michigan,MI,CASNOVIA VILLAGE (PT.),184
30752,Michigan,MI,CEDAR SPRINGS CITY,3651
30753,Michigan,MI,EAST GRAND RAPIDS CITY,11637
30754,Michigan,MI,GRAND RAPIDS CITY,196445
30755,Michigan,MI,GRANDVILLE CITY,16002
30756,Michigan,MI,KENT CITY VILLAGE,1108
30757,Michigan,MI,KENTWOOD CITY,51689
30758,Michigan,MI,LOWELL CITY,4044
30759,Michigan,MI,ROCKFORD CITY,6229
30760,Michigan,MI,SAND LAKE VILLAGE,523
30761,Michigan,MI,SPARTA VILLAGE,4337
30762,Michigan,MI,WALKER CITY,24775
30763,Michigan,MI,WYOMING CITY,75567
30764,Michigan,MI,BALANCE OF KENT COUNTY,244364
30765,Michigan,MI,ADA TOWNSHIP,14488
30766,Michigan,MI,ALGOMA TOWNSHIP,11546
30767,Michigan,MI,ALPINE TOWNSHIP,13924
30768,Michigan,MI,BOWNE TOWNSHIP,3382
30769,Michigan,MI,BYRON TOWNSHIP,23035
30770,Michigan,MI,CALEDONIA TOWNSHIP,14118
30771,Michigan,MI,CALEDONIA VILLAGE,1618
30772,Michigan,MI,BALANCE OF CALEDONIA TOWNSHIP,12500
30773,Michigan,MI,CANNON TOWNSHIP,14652
30774,Michigan,MI,CASCADE CHARTER TOWNSHIP,18899
30775,Michigan,MI,CEDAR SPRINGS CITY,3651
30776,Michigan,MI,CEDAR SPRINGS CITY,3651
30777,Michigan,MI,COURTLAND TOWNSHIP,8549
30778,Michigan,MI,EAST GRAND RAPIDS CITY,11637
30779,Michigan,MI,EAST GRAND RAPIDS CITY,11637
30780,Michigan,MI,GAINES CHARTER TOWNSHIP,26535
30781,Michigan,MI,GRAND RAPIDS CITY,196445
30782,Michigan,MI,GRAND RAPIDS CITY,196445
30783,Michigan,MI,GRAND RAPIDS CHARTER TOWNSHIP,18332
30784,Michigan,MI,GRANDVILLE CITY,16002
30785,Michigan,MI,GRANDVILLE CITY,16002
30786,Michigan,MI,GRATTAN TOWNSHIP,3868
30787,Michigan,MI,KENTWOOD CITY,51689
30788,Michigan,MI,KENTWOOD CITY,51689
30789,Michigan,MI,LOWELL CITY,4044
30790,Michigan,MI,LOWELL CITY,4044
30791,Michigan,MI,LOWELL CHARTER TOWNSHIP,6515
30792,Michigan,MI,NELSON TOWNSHIP,5007
30793,Michigan,MI,SAND LAKE VILLAGE,523
30794,Michigan,MI,BALANCE OF NELSON TOWNSHIP,4484
30795,Michigan,MI,OAKFIELD TOWNSHIP,6178
30796,Michigan,MI,PLAINFIELD CHARTER TOWNSHIP,33397
30797,Michigan,MI,ROCKFORD CITY,6229
30798,Michigan,MI,ROCKFORD CITY,6229
30799,Michigan,MI,SOLON TOWNSHIP,6507
30800,Michigan,MI,SPARTA TOWNSHIP,9487
30801,Michigan,MI,SPARTA VILLAGE,4337
30802,Michigan,MI,BALANCE OF SPARTA TOWNSHIP,5150
30803,Michigan,MI,SPENCER TOWNSHIP,4126
30804,Michigan,MI,TYRONE TOWNSHIP,4960
30805,Michigan,MI,CASNOVIA VILLAGE (PT.),184
30806,Michigan,MI,KENT CITY VILLAGE,1108
30807,Michigan,MI,BALANCE OF TYRONE TOWNSHIP,3668
30808,Michigan,MI,VERGENNES TOWNSHIP,4629
30809,Michigan,MI,WALKER CITY,24775
30810,Michigan,MI,WALKER CITY,24775
30811,Michigan,MI,WYOMING CITY,75567
30812,Michigan,MI,WYOMING CITY,75567
30813,Michigan,MI,KEWEENAW COUNTY,2199
30814,Michigan,MI,AHMEEK VILLAGE,148
30815,Michigan,MI,BALANCE OF KEWEENAW COUNTY,2051
30816,Michigan,MI,ALLOUEZ TOWNSHIP,1600
30817,Michigan,MI,AHMEEK VILLAGE,148
30818,Michigan,MI,BALANCE OF ALLOUEZ TOWNSHIP,1452
30819,Michigan,MI,EAGLE HARBOR TOWNSHIP,223
30820,Michigan,MI,GRANT TOWNSHIP,224
30821,Michigan,MI,HOUGHTON TOWNSHIP,84
30822,Michigan,MI,SHERMAN TOWNSHIP,68
30823,Michigan,MI,LAKE COUNTY,11496
30824,Michigan,MI,BALDWIN VILLAGE,1206
30825,Michigan,MI,LUTHER VILLAGE,316
30826,Michigan,MI,BALANCE OF LAKE COUNTY,9974
30827,Michigan,MI,CHASE TOWNSHIP,1132
30828,Michigan,MI,CHERRY VALLEY TOWNSHIP,394
30829,Michigan,MI,DOVER TOWNSHIP,394
30830,Michigan,MI,EDEN TOWNSHIP,484
30831,Michigan,MI,ELK TOWNSHIP,987
30832,Michigan,MI,ELLSWORTH TOWNSHIP,813
30833,Michigan,MI,LUTHER VILLAGE (PT.),119
30834,Michigan,MI,BALANCE OF ELLSWORTH TOWNSHIP,694
30835,Michigan,MI,LAKE TOWNSHIP,860
30836,Michigan,MI,NEWKIRK TOWNSHIP,626
30837,Michigan,MI,LUTHER VILLAGE (PT.),197
30838,Michigan,MI,BALANCE OF NEWKIRK TOWNSHIP,429
30839,Michigan,MI,PEACOCK TOWNSHIP,490
30840,Michigan,MI,PINORA TOWNSHIP,711
30841,Michigan,MI,PLEASANT PLAINS TOWNSHIP,1579
30842,Michigan,MI,BALDWIN VILLAGE (PT.),558
30843,Michigan,MI,BALANCE OF PLEASANT PLAINS TOWNSHIP,1021
30844,Michigan,MI,SAUBLE TOWNSHIP,332
30845,Michigan,MI,SWEETWATER TOWNSHIP,245
30846,Michigan,MI,WEBBER TOWNSHIP,1691
30847,Michigan,MI,BALDWIN VILLAGE (PT.),648
30848,Michigan,MI,BALANCE OF WEBBER TOWNSHIP,1043
30849,Michigan,MI,YATES TOWNSHIP,758
30850,Michigan,MI,LAPEER COUNTY,88340
30851,Michigan,MI,ALMONT VILLAGE,2764
30852,Michigan,MI,BROWN CITY CITY (PT.),9
30853,Michigan,MI,CLIFFORD VILLAGE,324
30854,Michigan,MI,COLUMBIAVILLE VILLAGE,780
30855,Michigan,MI,DRYDEN VILLAGE,937
30856,Michigan,MI,IMLAY CITY CITY,3579
30857,Michigan,MI,LAPEER CITY,8748
30858,Michigan,MI,METAMORA VILLAGE,568
30859,Michigan,MI,NORTH BRANCH VILLAGE,1021
30860,Michigan,MI,OTTER LAKE VILLAGE (PT.),320
30861,Michigan,MI,BALANCE OF LAPEER COUNTY,69290
30862,Michigan,MI,ALMONT TOWNSHIP,6815
30863,Michigan,MI,ALMONT VILLAGE,2764
30864,Michigan,MI,BALANCE OF ALMONT TOWNSHIP,4051
30865,Michigan,MI,ARCADIA TOWNSHIP,3112
30866,Michigan,MI,ATTICA TOWNSHIP,4748
30867,Michigan,MI,BROWN CITY CITY,9
30868,Michigan,MI,BROWN CITY CITY (PT.),9
30869,Michigan,MI,BURLINGTON TOWNSHIP,1474
30870,Michigan,MI,CLIFFORD VILLAGE,324
30871,Michigan,MI,BALANCE OF BURLINGTON TOWNSHIP,1150
30872,Michigan,MI,BURNSIDE TOWNSHIP,1857
30873,Michigan,MI,DEERFIELD TOWNSHIP,5726
30874,Michigan,MI,DRYDEN TOWNSHIP,4766
30875,Michigan,MI,DRYDEN VILLAGE,937
30876,Michigan,MI,BALANCE OF DRYDEN TOWNSHIP,3829
30877,Michigan,MI,ELBA TOWNSHIP,5250
30878,Michigan,MI,GOODLAND TOWNSHIP,1826
30879,Michigan,MI,HADLEY TOWNSHIP,4540
30880,Michigan,MI,IMLAY TOWNSHIP,3135
30881,Michigan,MI,IMLAY CITY CITY,3579
30882,Michigan,MI,IMLAY CITY CITY,3579
30883,Michigan,MI,LAPEER CITY,8748
30884,Michigan,MI,LAPEER CITY,8748
30885,Michigan,MI,LAPEER TOWNSHIP,5057
30886,Michigan,MI,MARATHON TOWNSHIP,4538
30887,Michigan,MI,COLUMBIAVILLE VILLAGE (PT.),780
30888,Michigan,MI,OTTER LAKE VILLAGE (PT.),320
30889,Michigan,MI,BALANCE OF MARATHON TOWNSHIP,3438
30890,Michigan,MI,MAYFIELD TOWNSHIP,7893
30891,Michigan,MI,METAMORA TOWNSHIP,4249
30892,Michigan,MI,METAMORA VILLAGE,568
30893,Michigan,MI,BALANCE OF METAMORA TOWNSHIP,3681
30894,Michigan,MI,NORTH BRANCH TOWNSHIP,3616
30895,Michigan,MI,NORTH BRANCH VILLAGE,1021
30896,Michigan,MI,BALANCE OF NORTH BRANCH TOWNSHIP,2595
30897,Michigan,MI,OREGON TOWNSHIP,5794
30898,Michigan,MI,COLUMBIAVILLE VILLAGE (PT.),0
30899,Michigan,MI,BALANCE OF OREGON TOWNSHIP,5794
30900,Michigan,MI,RICH TOWNSHIP,1608
30901,Michigan,MI,LEELANAU COUNTY,21765
30902,Michigan,MI,EMPIRE VILLAGE,375
30903,Michigan,MI,NORTHPORT VILLAGE,525
30904,Michigan,MI,SUTTONS BAY VILLAGE,620
30905,Michigan,MI,TRAVERSE CITY CITY (PT.),192
30906,Michigan,MI,BALANCE OF LEELANAU COUNTY,20053
30907,Michigan,MI,BINGHAM TOWNSHIP,2506
30908,Michigan,MI,CENTERVILLE TOWNSHIP,1275
30909,Michigan,MI,CLEVELAND TOWNSHIP,1036
30910,Michigan,MI,ELMWOOD CHARTER TOWNSHIP,4520
30911,Michigan,MI,EMPIRE TOWNSHIP,1182
30912,Michigan,MI,EMPIRE VILLAGE,375
30913,Michigan,MI,BALANCE OF EMPIRE TOWNSHIP,807
30914,Michigan,MI,GLEN ARBOR TOWNSHIP,864
30915,Michigan,MI,KASSON TOWNSHIP,1613
30916,Michigan,MI,LEELANAU TOWNSHIP,2030
30917,Michigan,MI,NORTHPORT VILLAGE,525
30918,Michigan,MI,BALANCE OF LEELANAU TOWNSHIP,1505
30919,Michigan,MI,LELAND TOWNSHIP,2046
30920,Michigan,MI,SOLON TOWNSHIP,1512
30921,Michigan,MI,SUTTONS BAY TOWNSHIP,2989
30922,Michigan,MI,SUTTONS BAY VILLAGE,620
30923,Michigan,MI,BALANCE OF SUTTONS BAY TOWNSHIP,2369
30924,Michigan,MI,TRAVERSE CITY CITY,192
30925,Michigan,MI,TRAVERSE CITY CITY (PT.),192
30926,Michigan,MI,LENAWEE COUNTY,98504
30927,Michigan,MI,ADDISON VILLAGE,593
30928,Michigan,MI,ADRIAN CITY,20676
30929,Michigan,MI,BLISSFIELD VILLAGE,3244
30930,Michigan,MI,BRITTON VILLAGE,566
30931,Michigan,MI,CEMENT CITY VILLAGE (PT.),389
30932,Michigan,MI,CLAYTON VILLAGE,338
30933,Michigan,MI,CLINTON VILLAGE,2264
30934,Michigan,MI,DEERFIELD VILLAGE,870
30935,Michigan,MI,HUDSON CITY,2236
30936,Michigan,MI,MORENCI CITY,2180
30937,Michigan,MI,ONSTED VILLAGE,903
30938,Michigan,MI,TECUMSEH CITY,8362
30939,Michigan,MI,BALANCE OF LENAWEE COUNTY,55883
30940,Michigan,MI,ADRIAN CITY,20676
30941,Michigan,MI,ADRIAN CITY,20676
30942,Michigan,MI,ADRIAN TOWNSHIP,6245
30943,Michigan,MI,BLISSFIELD TOWNSHIP,3851
30944,Michigan,MI,BLISSFIELD VILLAGE (PT.),3239
30945,Michigan,MI,BALANCE OF BLISSFIELD TOWNSHIP,612
30946,Michigan,MI,CAMBRIDGE TOWNSHIP,5655
30947,Michigan,MI,ONSTED VILLAGE,903
30948,Michigan,MI,BALANCE OF CAMBRIDGE TOWNSHIP,4752
30949,Michigan,MI,CLINTON TOWNSHIP,3514
30950,Michigan,MI,CLINTON VILLAGE,2264
30951,Michigan,MI,BALANCE OF CLINTON TOWNSHIP,1250
30952,Michigan,MI,DEERFIELD TOWNSHIP,1530
30953,Michigan,MI,DEERFIELD VILLAGE,870
30954,Michigan,MI,BALANCE OF DEERFIELD TOWNSHIP,660
30955,Michigan,MI,DOVER TOWNSHIP,1793
30956,Michigan,MI,CLAYTON VILLAGE (PT.),168
30957,Michigan,MI,BALANCE OF DOVER TOWNSHIP,1625
30958,Michigan,MI,FAIRFIELD TOWNSHIP,1720
30959,Michigan,MI,FRANKLIN TOWNSHIP,3180
30960,Michigan,MI,HUDSON CITY,2236
30961,Michigan,MI,HUDSON CITY,2236
30962,Michigan,MI,HUDSON TOWNSHIP,1495
30963,Michigan,MI,CLAYTON VILLAGE (PT.),170
30964,Michigan,MI,BALANCE OF HUDSON TOWNSHIP,1325
30965,Michigan,MI,MACON TOWNSHIP,1462
30966,Michigan,MI,MADISON CHARTER TOWNSHIP,8473
30967,Michigan,MI,MEDINA TOWNSHIP,1080
30968,Michigan,MI,MORENCI CITY,2180
30969,Michigan,MI,MORENCI CITY,2180
30970,Michigan,MI,OGDEN TOWNSHIP,946
30971,Michigan,MI,PALMYRA TOWNSHIP,2019
30972,Michigan,MI,BLISSFIELD VILLAGE (PT.),5
30973,Michigan,MI,BALANCE OF PALMYRA TOWNSHIP,2014
30974,Michigan,MI,RAISIN TOWNSHIP,7612
30975,Michigan,MI,RIDGEWAY TOWNSHIP,1496
30976,Michigan,MI,BRITTON VILLAGE,566
30977,Michigan,MI,BALANCE OF RIDGEWAY TOWNSHIP,930
30978,Michigan,MI,RIGA TOWNSHIP,1359
30979,Michigan,MI,BLISSFIELD VILLAGE (PT.),0
30980,Michigan,MI,BALANCE OF RIGA TOWNSHIP,1359
30981,Michigan,MI,ROLLIN TOWNSHIP,3252
30982,Michigan,MI,ADDISON VILLAGE (PT.),421
30983,Michigan,MI,BALANCE OF ROLLIN TOWNSHIP,2831
30984,Michigan,MI,ROME TOWNSHIP,1758
30985,Michigan,MI,SENECA TOWNSHIP,1188
30986,Michigan,MI,TECUMSEH CITY,8362
30987,Michigan,MI,TECUMSEH CITY,8362
30988,Michigan,MI,TECUMSEH TOWNSHIP,1970
30989,Michigan,MI,WOODSTOCK TOWNSHIP,3452
30990,Michigan,MI,ADDISON VILLAGE (PT.),172
30991,Michigan,MI,CEMENT CITY VILLAGE (PT.),389
30992,Michigan,MI,BALANCE OF WOODSTOCK TOWNSHIP,2891
30993,Michigan,MI,LIVINGSTON COUNTY,188624
30994,Michigan,MI,BRIGHTON CITY,7604
30995,Michigan,MI,FENTON CITY (PT.),10
30996,Michigan,MI,FOWLERVILLE VILLAGE,2916
30997,Michigan,MI,HOWELL CITY,9527
30998,Michigan,MI,PINCKNEY VILLAGE,2457
30999,Michigan,MI,BALANCE OF LIVINGSTON COUNTY,166110
31000,Michigan,MI,BRIGHTON CITY,7604
31001,Michigan,MI,BRIGHTON CITY,7604
31002,Michigan,MI,BRIGHTON TOWNSHIP,18660
31003,Michigan,MI,COHOCTAH TOWNSHIP,3368
31004,Michigan,MI,CONWAY TOWNSHIP,3616
31005,Michigan,MI,DEERFIELD TOWNSHIP,4263
31006,Michigan,MI,FENTON CITY,10
31007,Michigan,MI,FENTON CITY (PT.),10
31008,Michigan,MI,GENOA TOWNSHIP,20250
31009,Michigan,MI,GREEN OAK TOWNSHIP,18634
31010,Michigan,MI,HAMBURG TOWNSHIP,21789
31011,Michigan,MI,HANDY TOWNSHIP,8277
31012,Michigan,MI,FOWLERVILLE VILLAGE,2916
31013,Michigan,MI,BALANCE OF HANDY TOWNSHIP,5361
31014,Michigan,MI,HARTLAND TOWNSHIP,15008
31015,Michigan,MI,HOWELL CITY,9527
31016,Michigan,MI,HOWELL CITY,9527
31017,Michigan,MI,HOWELL TOWNSHIP,7014
31018,Michigan,MI,IOSCO TOWNSHIP,3881
31019,Michigan,MI,MARION TOWNSHIP,10780
31020,Michigan,MI,OCEOLA TOWNSHIP,13631
31021,Michigan,MI,PUTNAM TOWNSHIP,8487
31022,Michigan,MI,PINCKNEY VILLAGE,2457
31023,Michigan,MI,BALANCE OF PUTNAM TOWNSHIP,6030
31024,Michigan,MI,TYRONE TOWNSHIP,10400
31025,Michigan,MI,UNADILLA TOWNSHIP,3425
31026,Michigan,MI,LUCE COUNTY,6358
31027,Michigan,MI,NEWBERRY VILLAGE,1452
31028,Michigan,MI,BALANCE OF LUCE COUNTY,4906
31029,Michigan,MI,COLUMBUS TOWNSHIP,198
31030,Michigan,MI,LAKEFIELD TOWNSHIP,1020
31031,Michigan,MI,MCMILLAN TOWNSHIP,2578
31032,Michigan,MI,NEWBERRY VILLAGE,1452
31033,Michigan,MI,BALANCE OF MCMILLAN TOWNSHIP,1126
31034,Michigan,MI,PENTLAND TOWNSHIP,2562
31035,Michigan,MI,MACKINAC COUNTY,10820
31036,Michigan,MI,MACKINAC ISLAND CITY,477
31037,Michigan,MI,ST. IGNACE CITY,2377
31038,Michigan,MI,BALANCE OF MACKINAC COUNTY,7966
31039,Michigan,MI,BOIS BLANC TOWNSHIP,92
31040,Michigan,MI,BREVORT TOWNSHIP,574
31041,Michigan,MI,CLARK TOWNSHIP,2000
31042,Michigan,MI,GARFIELD TOWNSHIP,1125
31043,Michigan,MI,HENDRICKS TOWNSHIP,151
31044,Michigan,MI,HUDSON TOWNSHIP,184
31045,Michigan,MI,MACKINAC ISLAND CITY,477
31046,Michigan,MI,MACKINAC ISLAND CITY,477
31047,Michigan,MI,MARQUETTE TOWNSHIP,597
31048,Michigan,MI,MORAN TOWNSHIP,967
31049,Michigan,MI,NEWTON TOWNSHIP,418
31050,Michigan,MI,PORTAGE TOWNSHIP,950
31051,Michigan,MI,ST. IGNACE CITY,2377
31052,Michigan,MI,ST. IGNACE CITY,2377
31053,Michigan,MI,ST. IGNACE TOWNSHIP,908
31054,Michigan,MI,MACOMB COUNTY,867730
31055,Michigan,MI,ARMADA VILLAGE,1740
31056,Michigan,MI,CENTER LINE CITY,8297
31057,Michigan,MI,EASTPOINTE CITY,32673
31058,Michigan,MI,FRASER CITY,14622
31059,Michigan,MI,MEMPHIS CITY (PT.),826
31060,Michigan,MI,MOUNT CLEMENS CITY,16349
31061,Michigan,MI,NEW BALTIMORE CITY,12355
31062,Michigan,MI,NEW HAVEN VILLAGE,4692
31063,Michigan,MI,RICHMOND CITY (PT.),5874
31064,Michigan,MI,ROMEO VILLAGE,3613
31065,Michigan,MI,ROSEVILLE CITY,47602
31066,Michigan,MI,ST. CLAIR SHORES CITY,59775
31067,Michigan,MI,STERLING HEIGHTS CITY,132427
31068,Michigan,MI,UTICA CITY,4930
31069,Michigan,MI,VILLAGE OF GROSSE POINTE SHORES CITY (PT.),74
31070,Michigan,MI,WARREN CITY,135125
31071,Michigan,MI,BALANCE OF MACOMB COUNTY,386756
31072,Michigan,MI,ARMADA TOWNSHIP,5493
31073,Michigan,MI,ARMADA VILLAGE,1740
31074,Michigan,MI,BALANCE OF ARMADA TOWNSHIP,3753
31075,Michigan,MI,BRUCE TOWNSHIP,9131
31076,Michigan,MI,ROMEO VILLAGE (PT.),1760
31077,Michigan,MI,BALANCE OF BRUCE TOWNSHIP,7371
31078,Michigan,MI,CENTER LINE CITY,8297
31079,Michigan,MI,CENTER LINE CITY,8297
31080,Michigan,MI,CHESTERFIELD TOWNSHIP,44949
31081,Michigan,MI,CLINTON CHARTER TOWNSHIP,100392
31082,Michigan,MI,EASTPOINTE CITY,32673
31083,Michigan,MI,EASTPOINTE CITY,32673
31084,Michigan,MI,FRASER CITY,14622
31085,Michigan,MI,FRASER CITY,14622
31086,Michigan,MI,HARRISON CHARTER TOWNSHIP,24948
31087,Michigan,MI,LENOX TOWNSHIP,10666
31088,Michigan,MI,NEW HAVEN VILLAGE,4692
31089,Michigan,MI,BALANCE OF LENOX TOWNSHIP,5974
31090,Michigan,MI,MACOMB TOWNSHIP,87844
31091,Michigan,MI,MEMPHIS CITY,826
31092,Michigan,MI,MEMPHIS CITY (PT.),826
31093,Michigan,MI,MOUNT CLEMENS CITY,16349
31094,Michigan,MI,MOUNT CLEMENS CITY,16349
31095,Michigan,MI,NEW BALTIMORE CITY,12355
31096,Michigan,MI,NEW BALTIMORE CITY,12355
31097,Michigan,MI,RAY TOWNSHIP,3993
31098,Michigan,MI,RICHMOND CITY,5874
31099,Michigan,MI,RICHMOND CITY (PT.),5874
31100,Michigan,MI,RICHMOND TOWNSHIP,3662
31101,Michigan,MI,ROSEVILLE CITY,47602
31102,Michigan,MI,ROSEVILLE CITY,47602
31103,Michigan,MI,ST. CLAIR SHORES CITY,59775
31104,Michigan,MI,ST. CLAIR SHORES CITY,59775
31105,Michigan,MI,SHELBY CHARTER TOWNSHIP,78426
31106,Michigan,MI,STERLING HEIGHTS CITY,132427
31107,Michigan,MI,STERLING HEIGHTS CITY,132427
31108,Michigan,MI,UTICA CITY,4930
31109,Michigan,MI,UTICA CITY,4930
31110,Michigan,MI,VILLAGE OF GROSSE POINTE SHORES CITY,74
31111,Michigan,MI,VILLAGE OF GROSSE POINTE SHORES CITY (PT.),74
31112,Michigan,MI,WARREN CITY,135125
31113,Michigan,MI,WARREN CITY,135125
31114,Michigan,MI,WASHINGTON TOWNSHIP,27297
31115,Michigan,MI,ROMEO VILLAGE (PT.),1853
31116,Michigan,MI,BALANCE OF WASHINGTON TOWNSHIP,25444
31117,Michigan,MI,MANISTEE COUNTY,24373
31118,Michigan,MI,BEAR LAKE VILLAGE,282
31119,Michigan,MI,COPEMISH VILLAGE,191
31120,Michigan,MI,EASTLAKE VILLAGE,504
31121,Michigan,MI,KALEVA VILLAGE,463
31122,Michigan,MI,MANISTEE CITY,6057
31123,Michigan,MI,ONEKAMA VILLAGE,405
31124,Michigan,MI,BALANCE OF MANISTEE COUNTY,16471
31125,Michigan,MI,ARCADIA TOWNSHIP,625
31126,Michigan,MI,BEAR LAKE TOWNSHIP,1718
31127,Michigan,MI,BEAR LAKE VILLAGE,282
31128,Michigan,MI,BALANCE OF BEAR LAKE TOWNSHIP,1436
31129,Michigan,MI,BROWN TOWNSHIP,734
31130,Michigan,MI,CLEON TOWNSHIP,935
31131,Michigan,MI,COPEMISH VILLAGE,191
31132,Michigan,MI,BALANCE OF CLEON TOWNSHIP,744
31133,Michigan,MI,DICKSON TOWNSHIP,971
31134,Michigan,MI,FILER CHARTER TOWNSHIP,2289
31135,Michigan,MI,MANISTEE CITY,6057
31136,Michigan,MI,MANISTEE CITY,6057
31137,Michigan,MI,MANISTEE TOWNSHIP,4107
31138,Michigan,MI,EASTLAKE VILLAGE,504
31139,Michigan,MI,BALANCE OF MANISTEE TOWNSHIP,3603
31140,Michigan,MI,MAPLE GROVE TOWNSHIP,1290
31141,Michigan,MI,KALEVA VILLAGE,463
31142,Michigan,MI,BALANCE OF MAPLE GROVE TOWNSHIP,827
31143,Michigan,MI,MARILLA TOWNSHIP,385
31144,Michigan,MI,NORMAN TOWNSHIP,1515
31145,Michigan,MI,ONEKAMA TOWNSHIP,1308
31146,Michigan,MI,ONEKAMA VILLAGE,405
31147,Michigan,MI,BALANCE OF ONEKAMA TOWNSHIP,903
31148,Michigan,MI,PLEASANTON TOWNSHIP,801
31149,Michigan,MI,SPRINGDALE TOWNSHIP,826
31150,Michigan,MI,STRONACH TOWNSHIP,812
31151,Michigan,MI,MARQUETTE COUNTY,66435
31152,Michigan,MI,ISHPEMING CITY,6471
31153,Michigan,MI,MARQUETTE CITY,20570
31154,Michigan,MI,NEGAUNEE CITY,4575
31155,Michigan,MI,BALANCE OF MARQUETTE COUNTY,34819
