,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Mortality Rate (by County),Population (by County)
564,NY,QUEENS,FAR ROCKAWAY,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,"327 BEACH 19TH STREET
FAR ROCKAWAY, NY
(40.598675, -73.75268)",2,294,10,NaN,NaN
565,NY,NASSAU,BETHPAGE,ST JOSEPH HOSPITAL,"4295 HEMPSTEAD TURNPIKE
BETHPAGE, NY
(40.725795, -73.478755)",2,508,25,NaN,NaN
566,NY,MADISON,HAMILTON,"COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET
HAMILTON, NY
(42.813906, -75.541908)",4,496,51,NaN,NaN
567,NY,YATES,PENN YAN,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,"418 NORTH MAIN STREET
PENN YAN, NY
(42.670776, -77.059782)",4,120,36,NaN,NaN
568,NY,JEFFERSON,CARTHAGE,"CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET
CARTHAGE, NY
(43.986162, -75.594861)",3,152,20,NaN,NaN
569,NY,SAINT LAWRENCE,GOUVERNEUR,GOUVERNEUR HOSPITAL,"77 WEST BARNEY STREET
GOUVERNEUR, NY
(44.338275, -75.474371)",3,120,29,NaN,NaN
570,NY,LEWIS,LOWVILLE,LEWIS COUNTY GENERAL HOSPITAL,"7785 NORTH STATE STREET
LOWVILLE, NY
(43.795771, -75.49812)",4,282,33,NaN,NaN
571,NY,HERKIMER,LITTLE FALLS,LITTLE FALLS HOSPITAL,"140 BURWELL STREET
LITTLE FALLS, NY
(43.043946, -74.847733)",4,119,26,NaN,NaN
572,TX,BEXAR,SAN ANTONIO,UNIVERSITY HEALTH SYSTEM,"4502 MEDICAL DR
SAN ANTONIO, TX
(29.509488, -98.577062)",3,1910,31,NaN,NaN
573,NC,GUILFORD,HIGH POINT,HIGH POINT REGIONAL HOSPITAL,"601 N ELM ST
HIGH POINT, NC
(35.962486, -80.012027)",3,1688,20,NaN,NaN
574,NC,HENDERSON,HENDERSONVILLE,MARGARET R PARDEE MEMORIAL HOSPITAL,"800 N JUSTICE ST
HENDERSONVILLE, NC
(35.320814, -82.468153)",3,1256,31,NaN,NaN
575,NC,HENDERSON,HENDERSONVILLE,PARK RIDGE HEALTH,"100 HOSPITAL DRIVE
HENDERSONVILLE, NC
(35.391907, -82.488056)",3,646,28,NaN,NaN
576,NC,WAYNE,GOLDSBORO,WAYNE MEMORIAL HOSPITAL,"2700 WAYNE MEMORIAL DR
GOLDSBORO, NC
(35.400831, -77.953342)",3,2008,28,NaN,NaN
577,NC,CLEVELAND,SHELBY,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,"201 E GROVER ST
SHELBY, NC
(35.301837, -81.535343)",3,677,17,NaN,NaN
578,NC,JACKSON,SYLVA,HARRIS REGIONAL HOSPITAL,"68 HOSPITAL RD
SYLVA, NC
(35.383923, -83.20279)",3,371,25,NaN,NaN
579,NC,SCOTLAND,LAURINBURG,SCOTLAND MEMORIAL HOSPITAL,"500 LAUCHWOOD DR
LAURINBURG, NC
(34.7517, -79.47042)",4,368,12,NaN,NaN
580,NC,SURRY,MOUNT AIRY,NORTHERN HOSPITAL OF SURRY COUNTY,"830 ROCKFORD ST
MOUNT AIRY, NC
(36.488418, -80.611181)",4,455,29,NaN,NaN
581,NC,RUTHERFORD,RUTHERFORDTON,RUTHERFORD REGIONAL MEDICAL CENTER,"288 SOUTH RIDGECREST AVE
RUTHERFORDTON, NC
(35.363396, -81.964842)",3,385,27,NaN,NaN
582,NC,ROWAN,SALISBURY,NOVANT HEALTH ROWAN MEDICAL CENTER,"612 MOCKSVILLE AVE
SALISBURY, NC
(35.681766, -80.471456)",2,599,19,NaN,NaN
583,NC,FORSYTH,WINSTON-SALEM,NOVANT HEALTH FORSYTH MEDICAL CENTER,"3333 SILAS CREEK PARKWAY
WINSTON-SALEM, NC
(36.073942, -80.298565)",3,991,22,NaN,NaN
584,NC,CABARRUS,CONCORD,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,"920 CHURCH ST N
CONCORD, NC
(35.434313, -80.603088)",3,596,18,NaN,NaN
585,NC,LENOIR,KINSTON,UNC LENOIR HEALTH CARE,"100 AIRPORT RD
KINSTON, NC
(35.290955, -77.581407)",3,554,18,NaN,NaN
586,NC,BUNCOMBE,ASHEVILLE,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,"509 BILTMORE AVE
ASHEVILLE, NC
(35.577942, -82.54837)",4,348,42,NaN,NaN
587,NC,LEE,SANFORD,CENTRAL CAROLINA HOSPITAL,"1135 CARTHAGE ST
SANFORD, NC
(35.469093, -79.1888)",3,494,25,NaN,NaN
588,NC,SAMPSON,CLINTON,SAMPSON REGIONAL MEDICAL CENTER,"607 BEAMAN ST
CLINTON, NC
(35.007783, -78.323635)",3,329,16,NaN,NaN
589,NC,WATAUGA,BOONE,WATAUGA MEDICAL CENTER,"336 DEERFIELD ROAD
BOONE, NC
(36.198753, -81.652423)",4,636,20,NaN,NaN
590,NC,COLUMBUS,WHITEVILLE,COLUMBUS REGIONAL HEALTHCARE SYSTEM,"500 JEFFERSON ST
WHITEVILLE, NC
(34.338657, -78.693644)",3,354,15,NaN,NaN
591,NC,DURHAM,DURHAM,NORTH CAROLINA SPECIALTY HOSPITAL,"3916 BEN FRANKLIN BOULEVARD
DURHAM, NC
(36.042865, -78.897548)",5,490,52,NaN,NaN
592,NC,PITT,GREENVILLE,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD
GREENVILLE, NC
(35.60581, -77.400952)",4,3768,25,NaN,NaN
593,NC,ROCKINGHAM,EDEN,MOREHEAD MEMORIAL HOSPITAL,"117 E KINGS HIGHWAY
EDEN, NC
(36.49321, -79.740112)",3,353,19,NaN,NaN
594,NC,CUMBERLAND,FAYETTEVILLE,CAPE FEAR VALLEY MEDICAL CENTER,"1638 OWEN DRIVE P O BOX 2000
FAYETTEVILLE, NC
(35.032412, -78.931096)",2,2261,15,NaN,NaN
595,NC,ALAMANCE,BURLINGTON,ALAMANCE REGIONAL MEDICAL CENTER,"1240 HUFFMAN MILL RD
BURLINGTON, NC
(36.063749, -79.502528)",3,631,18,NaN,NaN
596,NC,CALDWELL,LENOIR,CALDWELL MEMORIAL HOSPITAL,"321 MULBERRY ST SW
LENOIR, NC
(35.910633, -81.536239)",3,435,25,NaN,NaN
597,NC,WAKE,RALEIGH,"WAKEMED, RALEIGH CAMPUS","3000 NEW BERN AVE
RALEIGH, NC
(35.786139, -78.589067)",4,371,33,NaN,NaN
598,NC,IREDELL,STATESVILLE,IREDELL MEMORIAL HOSPITAL INC,"557 BROOKDALE DR P O BOX 1828
STATESVILLE, NC
(35.79986, -80.876817)",3,937,33,NaN,NaN
599,NC,MECKLENBURG,CHARLOTTE,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,"200 HAWTHORNE LANE BOX 33549
CHARLOTTE, NC
(35.2129, -80.8256)",3,960,19,NaN,NaN
600,NC,ROBESON,LUMBERTON,SOUTHEASTERN REGIONAL MEDICAL CENTER,"300 W 27 ST PO BOX 1408
LUMBERTON, NC
(34.636452, -79.010553)",2,1341,27,NaN,NaN
601,NC,ONSLOW,JACKSONVILLE,ONSLOW MEMORIAL HOSPITAL,"317 WESTERN BOULEVARD
JACKSONVILLE, NC
(34.761847, -77.382493)",3,580,17,NaN,NaN
602,NC,CLEVELAND,KINGS MOUNTAIN,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,"706 W KING ST
KINGS MOUNTAIN, NC
(35.240871, -81.356017)",4,197,16,NaN,NaN
603,NC,ORANGE,CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA HOSPITAL,"101 MANNING DRIVE
CHAPEL HILL, NC
(35.903551, -79.051894)",4,2679,21,NaN,NaN
604,NC,PASQUOTANK,ELIZABETH CITY,SENTARA ALBEMARLE MEDICAL CENTER,"1144 N ROAD ST
ELIZABETH CITY, NC
(36.32153, -76.22002)",3,635,32,NaN,NaN
605,NC,DAVIDSON,THOMASVILLE,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,"207 OLD LEXINGTON RD BOX 789
THOMASVILLE, NC
(35.882029, -80.11138)",2,386,15,NaN,NaN
606,GA,BARTOW,CARTERSVILLE,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA
",3,1131,20,NaN,NaN
607,NC,WILKES,NORTH WILKESBORO,WILKES REGIONAL MEDICAL CENTER,"1370 WEST D ST
NORTH WILKESBORO, NC
(36.158465, -81.157013)",4,364,20,NaN,NaN
608,NC,EDGECOMBE,TARBORO,VIDANT EDGECOMBE HOSPITAL,"111 HOSPITAL DR
TARBORO, NC
(35.921885, -77.556994)",4,549,25,NaN,NaN
609,NC,SURRY,ELKIN,HUGH CHATHAM MEMORIAL HOSPITAL,"180 PARKWOOD DR
ELKIN, NC
(36.266391, -80.835793)",3,689,23,NaN,NaN
610,GA,THOMAS,THOMASVILLE,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA
",3,640,19,NaN,NaN
611,NC,DAVIDSON,LEXINGTON,LEXINGTON MEMORIAL HOSPITAL INC,"250 HOSPITAL DRIVE PO BOX 1817
LEXINGTON, NC
(35.802754, -80.287224)",3,414,20,NaN,NaN
612,NC,MOORE,PINEHURST,FIRSTHEALTH MOORE REGIONAL HOSPITAL,"155 MEMORIAL DRIVE
PINEHURST, NC
(35.206599, -79.458109)",4,2162,27,NaN,NaN
613,GA,HABERSHAM,DEMOREST,HABERSHAM COUNTY MEDICAL CTR,"541 HISTORIC HIGHWAY 441-NORTH
DEMOREST, GA
",3,276,20,NaN,NaN
614,NC,HERTFORD,AHOSKIE,VIDANT ROANOKE CHOWAN HOSPITAL,"500 S ACADEMY ST
AHOSKIE, NC
(36.285024, -76.994075)",3,493,24,NaN,NaN
615,NC,WAKE,RALEIGH,REX HOSPITAL,"4420 LAKE BOONE TRAIL
RALEIGH, NC
(35.815458, -78.705032)",4,4685,31,NaN,NaN
616,NC,HARNETT,DUNN,BETSY JOHNSON REGIONAL  HOSPITAL,"800 TILGHMAN DR
DUNN, NC
(35.306555, -78.633088)",3,416,13,NaN,NaN
617,NC,JOHNSTON,SMITHFIELD,JOHNSTON HEALTH,"509 BRIGHT LEAF BLVD
SMITHFIELD, NC
(35.513161, -78.333659)",4,1288,24,NaN,NaN
618,NC,MECKLENBURG,CHARLOTTE,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,"10628 PARK RD
CHARLOTTE, NC
(35.09135, -80.869529)",4,669,22,NaN,NaN
619,NC,MCDOWELL,MARION,THE MCDOWELL HOSPITAL,"430 RANKIN DRIVE P O BOX 730
MARION, NC
(35.665187, -82.021772)",4,488,35,NaN,NaN
620,NC,WAKE,RALEIGH,DUKE HEALTH RALEIGH HOSPITAL,"3400 WAKE FOREST RD
RALEIGH, NC
(35.828998, -78.619549)",3,1505,27,NaN,NaN
621,NC,BURKE,MORGANTON,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,"2201 S STERLING ST
MORGANTON, NC
(35.723985, -81.65855)",3,685,16,NaN,NaN
622,NC,GUILFORD,GREENSBORO,THE MOSES H CONE MEMORIAL HOSPITAL,"1200 N ELM ST
GREENSBORO, NC
(36.090652, -79.788815)",3,1022,19,NaN,NaN
623,NC,MECKLENBURG,CHARLOTTE,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,"1000 BLYTHE BLVD
CHARLOTTE, NC
(35.204983, -80.839845)",3,1199,16,NaN,NaN
624,NC,RANDOLPH,ASHEBORO,RANDOLPH HOSPITAL,"364 WHITE OAK STREET
ASHEBORO, NC
(35.711958, -79.814825)",3,1012,31,NaN,NaN
625,NC,STANLY,ALBEMARLE,CAROLINAS HEALTHCARE SYSTEM STANLY,"301 YADKIN ST
ALBEMARLE, NC
(35.362606, -80.194398)",3,323,15,NaN,NaN
626,NC,IREDELL,MOORESVILLE,LAKE NORMAN REGIONAL MEDICAL CENTER,"171 FAIRVIEW ROAD
MOORESVILLE, NC
(35.547748, -80.852939)",3,615,28,NaN,NaN
627,NC,DUPLIN,KENANSVILLE,VIDANT DUPLIN  HOSPITAL,"401 N MAIN ST
KENANSVILLE, NC
(34.964769, -77.960479)",3,383,25,NaN,NaN
628,NC,CATAWBA,HICKORY,FRYE REGIONAL MEDICAL CENTER,"420 N CENTER ST
HICKORY, NC
(35.737175, -81.337778)",3,1080,25,NaN,NaN
629,NC,WILSON,WILSON,WILSON MEDICAL CENTER,"1705 S TARBORO ST
WILSON, NC
(35.720524, -77.944047)",3,691,24,NaN,NaN
630,NC,FORSYTH,WINSTON-SALEM,NOVANT HEALTH MEDICAL PARK HOSPITAL,"1950 S HAWTHORNE RD
WINSTON-SALEM, NC
(36.078159, -80.295715)",4,319,37,NaN,NaN
631,NC,CARTERET,MOREHEAD CITY,CARTERET GENERAL HOSPITAL,"3500 ARENDELL ST
MOREHEAD CITY, NC
(34.724815, -76.754134)",4,426,28,NaN,NaN
632,NC,CRAVEN,NEW BERN,CAROLINA EAST MEDICAL CENTER,"2000 NEUSE BLVD
NEW BERN, NC
(35.111893, -77.066216)",4,1445,30,NaN,NaN
633,GA,FULTON,ATLANTA,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW
ATLANTA, GA
(33.807479, -84.393754)",3,2382,22,NaN,NaN
634,NC,UNION,MONROE,CAROLINAS HEALTHCARE SYSTEM UNION,"600 HOSPITAL DR
MONROE, NC
(34.975111, -80.522853)",3,549,16,NaN,NaN
635,NC,NASH,ROCKY MOUNT,NASH GENERAL HOSPITAL,"2460 CURTIS ELLIS DRIVE
ROCKY MOUNT, NC
(35.973443, -77.848919)",3,1400,18,NaN,NaN
636,NC,NEW HANOVER,WILMINGTON,NEW HANOVER REGIONAL MEDICAL CENTER,"2131 S 17TH ST BOX 9000
WILMINGTON, NC
(34.206162, -77.924175)",4,4150,28,NaN,NaN
637,NC,MARTIN,WILLIAMSTON,MARTIN GENERAL HOSPITAL,"310 S MCCASKEY RD P O BOX 1128
WILLIAMSTON, NC
(35.840867, -77.07267)",4,235,28,NaN,NaN
638,NC,CATAWBA,HICKORY,CATAWBA VALLEY MEDICAL CENTER,"810 FAIRGROVE CHURCH RD
HICKORY, NC
(35.711195, -81.264779)",3,479,23,NaN,NaN
639,NC,LINCOLN,LINCOLNTON,CAROLINAS HEALTHCARE SYSTEM LINCOLN,"433 MCALISTER RD
LINCOLNTON, NC
(35.488387, -81.201314)",4,426,18,NaN,NaN
640,NC,WAKE,CARY,"WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD
CARY, NC
(35.740188, -78.779918)",3,351,34,NaN,NaN
641,NC,MECKLENBURG,CHARLOTTE,CAROLINAS MED CTR-UNIVERSITY,"8800 NORTH TYRON STREET
CHARLOTTE, NC
(35.307836, -80.747985)",3,519,12,NaN,NaN
642,NC,SWAIN,BRYSON CITY,SWAIN COUNTY HOSPITAL,"45 PLATEAU STREET
BRYSON CITY, NC
(35.435123, -83.444688)",4,118,36,NaN,NaN
643,NC,HALIFAX,ROANOKE RAPIDS,HALIFAX REGIONAL MEDICAL CENTER INC,"250 SMITH CHURCH RD
ROANOKE RAPIDS, NC
(36.435313, -77.647046)",3,318,29,NaN,NaN
644,NC,DAVIE,MOCKSVILLE,DAVIE MEDICAL CENTER,"223 HOSPITAL STREET
MOCKSVILLE, NC
(35.90001, -80.570097)",5,112,38,NaN,NaN
645,NC,HAYWOOD,CLYDE,HAYWOOD REGIONAL MEDICAL CENTER,"262 LEROY GEORGE DRIVE
CLYDE, NC
(35.527856, -82.945437)",3,507,32,NaN,NaN
646,NC,DURHAM,DURHAM,DUKE REGIONAL HOSPITAL,"3643 N ROXBORO ROAD
DURHAM, NC
(36.037439, -78.897037)",4,1083,24,NaN,NaN
647,NC,BRUNSWICK,SUPPLY,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,"1 MEDICAL CENTER DR PO BOX 139
SUPPLY, NC
(34.009092, -78.289923)",3,734,23,NaN,NaN
648,NC,BEAUFORT,WASHINGTON,VIDANT BEAUFORT HOSPITAL,"628 E 12TH ST
WASHINGTON, NC
(35.548663, -77.038836)",4,318,27,NaN,NaN
649,NC,HOKE,RAEFORD,CAPE FEAR VALLEY HOKE HOSPITAL,"210 MEDICAL PAVILION DRIVE
RAEFORD, NC
(35.031426, -79.108824)",4,198,22,NaN,NaN
650,NC,PERSON,ROXBORO,PERSON MEMORIAL HOSPITAL,"615 RIDGE RD
ROXBORO, NC
(36.407549, -78.984763)",2,247,32,NaN,NaN
651,NC,MECKLENBURG,HUNTERSVILLE,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,"10030 GILEAD ROAD
HUNTERSVILLE, NC
(35.407899, -80.860744)",3,537,21,NaN,NaN
652,GA,TOOMBS,VIDALIA,MEADOWS REGIONAL MEDICAL CENTER,"ONE MEADOWS PARKWAY
VIDALIA, GA
",4,362,24,NaN,NaN
653,NC,ASHE,JEFFERSON,ASHE MEMORIAL HOSPITAL,"200 HOSPITAL AVE
JEFFERSON, NC
(36.423027, -81.459727)",4,135,16,NaN,NaN
654,NC,CHOWAN,EDENTON,VIDANT CHOWAN HOSPITAL,"211 VIRGINIA RD
EDENTON, NC
(36.070774, -76.609093)",4,235,25,NaN,NaN
655,NC,MACON,FRANKLIN,ANGEL MEDICAL CENTER,"120 RIVERVIEW ST PO BOX 1209
FRANKLIN, NC
(35.184634, -83.37764)",4,349,34,NaN,NaN
656,NC,TRANSYLVANIA,BREVARD,"TRANSYLVANIA REGIONAL HOSPITAL, INC","90 HOSPITAL DRIVE PO BOX 1116
BREVARD, NC
(35.256324, -82.715196)",4,357,38,NaN,NaN
657,NC,DARE,NAGS HEAD,"THE OUTER BANKS HOSPITAL, INC","4800 SOUTH CROATAN HIGHWAY
NAGS HEAD, NC
(35.940862, -75.616923)",4,177,22,NaN,NaN
658,GA,HOUSTON,PERRY,PERRY HOSPITAL,"1120 MORNINGSIDE DR
PERRY, GA
(32.45924, -83.711226)",3,236,34,NaN,NaN
659,NC,MACON,HIGHLANDS,HIGHLANDS CASHIERS HOSPITAL INC,"190 HOSPITAL DRIVE
HIGHLANDS, NC
(35.085652, -83.18611)",4,100,44,NaN,NaN
660,NC,CHATHAM,SILER CITY,CHATHAM HOSPITAL INC,"475 PROGRESS BLVD
SILER CITY, NC
(35.72351, -79.422261)",5,175,28,NaN,NaN
661,NC,BRUNSWICK,SOUTHPORT,J ARTHUR DOSHER MEMORIAL HOSPITAL,"924 HOWE ST
SOUTHPORT, NC
(33.929038, -78.022194)",4,348,42,NaN,NaN
662,ND,BURLEIGH,BISMARCK,CHI ST ALEXIUS HEALTH,"900 E BROADWAY
BISMARCK, ND
(46.806369, -100.777075)",3,837,26,NaN,NaN
663,NC,CHEROKEE,MURPHY,MURPHY MEDICAL CENTER INC,"3990 EAST US HIGHWAY 64 ALT
MURPHY, NC
(35.07316, -83.965424)",3,324,24,NaN,NaN
664,NC,MITCHELL,SPRUCE PINE,"BLUE RIDGE REGIONAL HOSPITAL, INC","125 HOSPITAL DR
SPRUCE PINE, NC
(35.91103, -82.064593)",4,328,37,NaN,NaN
665,ND,CASS,FARGO,ESSENTIA HEALTH FARGO,"3000 32ND AVE SOUTH
FARGO, ND
(46.8325, -96.828106)",3,1390,32,NaN,NaN
666,ND,CASS,FARGO,SANFORD,"801 BROADWAY NORTH
FARGO, ND
(46.88468, -96.78773)",2,1252,33,NaN,NaN
667,ND,WARD,MINOT,TRINITY HOSPITALS,"407 3RD ST SE
MINOT, ND
(48.232479, -101.288452)",3,822,26,NaN,NaN
668,ND,BURLEIGH,BISMARCK,SANFORD MEDICAL CENTER BISMARCK,"300 N 7TH ST
BISMARCK, ND
(46.807457, -100.781563)",3,940,26,NaN,NaN
669,ND,ADAMS,HETTINGER,WEST RIVER REGIONAL MEDICAL CENTER-CAH,"1000 HIGHWAY 12
HETTINGER, ND
(46.001323, -102.628239)",4,163,33,NaN,NaN
670,ID,BLAINE,KETCHUM,ST LUKE'S WOOD RIVER MEDICAL CENTER,"100 HOSPITAL DRIVE
KETCHUM, ID
",4,268,33,NaN,NaN
671,OH,SHELBY,SIDNEY,WILSON MEMORIAL HOSPITAL,"915 WEST MICHIGAN STREET
SIDNEY, OH
(40.287932, -84.169035)",4,489,27,NaN,NaN
672,ND,WILLIAMS,WILLISTON,CHI ST ALEXIUS HEALTH WILLISTON,"1301 15TH AVE W
WILLISTON, ND
(48.154332, -103.645437)",3,363,24,NaN,NaN
673,OH,ASHLAND,ASHLAND,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,"1025 CENTER ST
ASHLAND, OH
(40.858702, -82.310413)",4,586,32,NaN,NaN
674,IN,HUNTINGTON,HUNTINGTON,PARKVIEW HUNTINGTON HOSPITAL,"2001 STULTS RD
HUNTINGTON, IN
(40.905739, -85.490603)",5,339,31,NaN,NaN
675,OH,ALLEN,LIMA,LIMA MEMORIAL HEALTH SYSTEM,"1001 BELLEFONTAINE AVENUE
LIMA, OH
(40.735602, -84.087713)",3,563,26,NaN,NaN
676,OH,HAMILTON,CINCINNATI,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC","234 GOODMAN STREET
CINCINNATI, OH
(39.136728, -84.502562)",2,611,15,NaN,NaN
677,IA,SCOTT,BETTENDORF,UNITY POINT HEALTH TRINITY,"4500 UTICA RIDGE ROAD
BETTENDORF, IA
(41.566105, -90.51736)",3,680,27,NaN,NaN
678,KS,NEOSHO,CHANUTE,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,"629 SOUTH PLUMMER
CHANUTE, KS
(37.67518, -95.470896)",5,337,26,NaN,NaN
679,OH,HAMILTON,CINCINNATI,"JEWISH HOSPITAL, LLC","4777 EAST GALBRAITH ROAD
CINCINNATI, OH
(39.20677, -84.380372)",4,316,26,NaN,NaN
680,OH,HAMILTON,CINCINNATI,MERCY HOSPITAL ANDERSON,"7500 STATE ROAD
CINCINNATI, OH
(39.084376, -84.349243)",3,350,24,NaN,NaN
681,KY,SCOTT,GEORGETOWN,GEORGETOWN COMMUNITY HOSPITAL,"1140 LEXINGTON ROAD
GEORGETOWN, KY
(38.186223, -84.562445)",4,423,30,NaN,NaN
682,ND,STARK,DICKINSON,CHI ST ALEXIUS HEALTH DICKINSON,"2500 FAIRWAY STREET
DICKINSON, ND
(46.887267, -102.820598)",4,347,25,NaN,NaN
683,OH,SCIOTO,PORTSMOUTH,SOUTHERN OHIO MEDICAL CENTER,"1805 27TH STREET
PORTSMOUTH, OH
(38.753913, -82.977832)",4,1610,31,NaN,NaN
684,OH,FRANKLIN,WESTERVILLE,MOUNT CARMEL ST ANN'S,"500 SOUTH CLEVELAND AVENUE
WESTERVILLE, OH
(40.114374, -82.948909)",3,2828,24,NaN,NaN
685,TX,POTTER,AMARILLO,NORTHWEST TEXAS HOSPITAL,"1501 S COULTER ST
AMARILLO, TX
(35.199765, -101.921881)",3,1428,20,NaN,NaN
686,ND,STUTSMAN,JAMESTOWN,JAMESTOWN REGIONAL MEDICAL CENTER,"2422 20TH ST SW
JAMESTOWN, ND
(46.88794, -98.749381)",4,181,25,NaN,NaN
687,OH,TUSCARAWAS,DOVER,UNION HOSPITAL,"659 BOULEVARD
DOVER, OH
(40.513879, -81.456583)",3,863,30,NaN,NaN
688,GA,LIBERTY,HINESVILLE,LIBERTY REGIONAL MEDICAL CENTER,"462 E G MILES PARKWAY
HINESVILLE, GA
",4,231,26,NaN,NaN
689,OH,FRANKLIN,COLUMBUS,RIVERSIDE METHODIST HOSPITAL,"3535 OLENTANGY RIVER RD
COLUMBUS, OH
(40.031962, -83.031294)",4,3475,28,NaN,NaN
690,OH,CUYAHOGA,CLEVELAND,ST VINCENT CHARITY MEDICAL CENTER,"2351 EAST 22ND STREET
CLEVELAND, OH
(41.495695, -81.674275)",3,886,30,NaN,NaN
691,OH,MONTGOMERY,DAYTON,GOOD SAMARITAN HOSPITAL,"2222 PHILADELPHIA DRIVE
DAYTON, OH
(39.788206, -84.234967)",3,593,21,NaN,NaN
692,OH,MARION,MARION,MARION GENERAL HOSPITAL,"1000 MCKINLEY PARK DRIVE
MARION, OH
(40.571602, -83.128048)",3,1086,24,NaN,NaN
693,OH,DARKE,GREENVILLE,WAYNE HOSPITAL,"835 SWEITZER STREET
GREENVILLE, OH
(40.088508, -84.635099)",3,320,28,NaN,NaN
694,LA,LAFAYETTE,LAFAYETTE,UNIVERSITY HOSPITAL & CLINICS,"2390 WEST CONGRESS
LAFAYETTE, LA
(30.215792, -92.045675)",4,239,15,NaN,NaN
695,OH,WAYNE,WOOSTER,WOOSTER COMMUNITY HOSPITAL,"1761 BEALL AVENUE
WOOSTER, OH
(40.820713, -81.934247)",4,652,33,NaN,NaN
696,OH,ERIE,SANDUSKY,FIRELANDS REGIONAL MEDICAL CENTER,"1111 HAYES AVENUE
SANDUSKY, OH
(41.446222, -82.708764)",4,328,27,NaN,NaN
697,OH,CUYAHOGA,PARMA,PARMA COMMUNITY GENERAL HOSPITAL,"7007 POWERS BOULEVARD
PARMA, OH
(41.382762, -81.731476)",3,2205,34,NaN,NaN
698,OH,ATHENS,ATHENS,OHIOHEALTH O'BLENESS HOSPITAL,"55 HOSPITAL DRIVE
ATHENS, OH
(39.327741, -82.114189)",3,395,20,NaN,NaN
699,OH,KNOX,MOUNT VERNON,KNOX COMMUNITY HOSPITAL,"1330 COSHOCTON ROAD
MOUNT VERNON, OH
(40.402482, -82.447579)",3,483,25,NaN,NaN
700,OH,MUSKINGUM,ZANESVILLE,GENESIS HOSPITAL,"2951 MAPLE AVENUE
ZANESVILLE, OH
(39.975731, -82.014245)",3,2905,34,NaN,NaN
701,HI,HAWAII,KAMUELA,NORTH HAWAII COMMUNITY HOSPITAL,"67 1125 MAMALAHOA HIGHWAY
KAMUELA, HI
",3,314,24,NaN,NaN
702,OH,AUGLAIZE,SAINT MARYS,GRAND LAKE HEALTH SYSTEM,"200 SAINT CLAIR STREET
SAINT MARYS, OH
(40.127283, -83.951277)",3,375,33,NaN,NaN
703,OH,FRANKLIN,COLUMBUS,MOUNT CARMEL WEST,"793 WEST STATE STREET
COLUMBUS, OH
(39.957782, -83.020824)",3,5543,25,NaN,NaN
704,OH,BUTLER,OXFORD,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,"110 NORTH POPLAR STREET
OXFORD, OH
(39.51218, -84.740815)",4,360,27,NaN,NaN
705,OH,FRANKLIN,COLUMBUS,GRANT MEDICAL CENTER,"111 SOUTH GRANT AVENUE
COLUMBUS, OH
(39.960866, -82.990621)",3,1933,17,NaN,NaN
706,OH,GREENE,XENIA,GREENE MEMORIAL HOSPITAL,"1141 NORTH MONROE DRIVE
XENIA, OH
(39.700288, -83.928781)",4,326,21,NaN,NaN
707,OH,SUMMIT,AKRON,SUMMA HEALTH SYSTEM,"525 EAST MARKET STREET
AKRON, OH
(41.078335, -81.500069)",3,4437,23,NaN,NaN
708,OH,SUMMIT,AKRON,AKRON GENERAL MEDICAL CENTER,"1 AKRON GENERAL AVENUE
AKRON, OH
(41.077859, -81.532787)",3,2659,23,NaN,NaN
709,OH,WOOD,BOWLING GREEN,WOOD COUNTY HOSPITAL,"950 WEST WOOSTER STREET
BOWLING GREEN, OH
(41.373887, -83.665634)",4,382,29,NaN,NaN
710,OH,LUCAS,TOLEDO,UNIVERSITY OF TOLEDO MEDICAL CENTER,"3000 ARLINGTON AVENUE
TOLEDO, OH
(41.621215, -83.615382)",2,845,22,NaN,NaN
